"name","category","subcategory","url","Sow/ plant outdoors","Article number","Portion contents","Suitable for professional cultivation","Thousand grain weight","Plant outdoors","Harvest","Pre-cultivation","Distances","Sowing depth","Cultivation","Spacing","Required quantity of seeds","Sowing","Blossoming period","Planting","Distance","Propagator","Thousand seeds mass","Required quantity","Sowing outdoors","Distances approx.","1stharvest","Germination temperature","1st harvest","Prpagator","Sow/ plant in greenhouse","Direct sowing","Development time approx.","Precision seeds","Thousand seeds mass","Sowing direct outside","Harvesting","Sowing/Pre-culttivation","Thousand grain mass","Ripening period","Distance        Ko49:","Ko51","to a scale of 10 0 (mild) – 10 (extremely hot)."
"Marketmore","Cucumbers","Cucumbers","https://www.reinsaat.at/shop/EN/cucumbers/cucumbers_1/marketmore/","[10,11]","Gu5","25 Seeds",true,"22.47 g",,"[13,14,15,16,17,18]","[8,9]","outdoors 100x30-40 cm, greenhouse cultivation 100x40 cm","approx. 2 cm",,,"direct sowing: 20-30 g/acre;","direct sowing outdoors at the end of April or beginning of May, if no more frosts are to be expected. Sow in cold greenhouse from mid-April, planting in early May",,,,"ASC, BSA, FPE, GHO, JPE, RFE, ROS, SPE","15 -30g",,,,,"20 – 25° C",,,,,,,,,,,,,,,
"RS-Gu-01.22 (Nishiki)","Cucumbers","Cucumbers","https://www.reinsaat.at/shop/EN/cucumbers/cucumbers_1/rs-gu-01.22_nishiki/","[10,11]","Gu15","12 seeds",true,"32.64 g",,"[13,14,15,16,17,18]","[8,9]","outdoors 100x30-40 cm, greenhouse cultivation 100x40 cm","approx. 2 cm",,,"direct sowing: 20-30 g/acre;","direct sowing outdoors at the end of April or beginning of May, if no more frosts are to be expected. Sow in cold greenhouse from mid-April, planting in early May",,,,"ASC, BSA, FPE, GHO, JPE, RFE, ROS, SPE","15 -30g",,,,,"20 – 25° C",,,,,,,,,,,,,,,
"Qualitas","Cucumbers","Cucumbers","https://www.reinsaat.at/shop/EN/cucumbers/cucumbers_1/qualitas/","[10,11]","Gu19","25 Seeds",true,"30.86 g",,"[13,14,15,16,17,18]","[8,9]","outdoors 100x30-40 cm, greenhouse cultivation 100x40 cm","approx. 2 cm",,,"direct sowing: 20-30 g/acre;","direct sowing outdoors at the end of April or beginning of May, if no more frosts are to be expected. Sow in cold greenhouse from mid-April, planting in early May",,,,"ASC, BSA, FPE, GHO, JPE, RFE, ROS, SPE","15 -30g",,,,,"20 – 25° C",,,,,,,,,,,,,,,
"GinGin","Cucumbers","Cucumbers","https://www.reinsaat.at/shop/EN/cucumbers/cucumbers_1/gingin/","[10,11]","Gu9","12 seeds",true,"33.20 g",,"[13,14,15,16,17,18]","[8,9]","outdoors 100x30-40 cm, greenhouse cultivation 100x40 cm","approx. 2 cm",,,"direct sowing: 20-30 g/acre;","direct sowing outdoors at the end of April or beginning of May, if no more frosts are to be expected. Sow in cold greenhouse from mid-April, planting in early May",,,,"ASC, BSA, FPE, GHO, JPE, RFE, ROS, SPE","15 -30g",,,,,"20 – 25° C",,,,,,,,,,,,,,,
"RS-Gu-01.23 (Minyara)","New varieties 2023",,"https://www.reinsaat.at/shop/EN/new_varieties_2023/rs-gu-01.23_minyara/","[10,11]","Gu16","12 seeds",false,"32.07 g",,"[13,14,15,16,17,18]","[8,9]","outdoors 100x30-40 cm, greenhouse cultivation 100x40 cm","approx. 2 cm",,,"direct sowing: 20-30 g/acre;","direct sowing outdoors at the end of April or beginning of May, if no more frosts are to be expected. Sow in cold greenhouse from mid-April, planting in early May",,,,"ASC, BSA, FPE, GHO, JPE, RFE, ROS, SPE","15 -30g",,,,,"20 – 25° C",,,,,,,,,,,,,,,
"Vert Petit de Paris","Cucumbers","Gherkins","https://www.reinsaat.at/shop/EN/cucumbers/gherkins/vert_petit_de_paris/","[10,11]","Gu51","60 Seeds",false,"24.41 g",,"[12,13,14,15,16]","[9,10]","outdoors 100x30 cm, 2 seeds","approx. 2 cm",,,"direct sowing: 20-25 g/acre;","direct sowing outdoors from mid-May (depends on the variety)",,,,"ASC, RFE, SPE","20 -25g",,,,,"20 – 25° C",,,,,,,,,,,,,,,
"Vorgebirgstraube","Cucumbers","Gherkins","https://www.reinsaat.at/shop/EN/cucumbers/gherkins/vorgebirgstraube/","[10,11]","Gu50","62 Seeds",false,"22.32 g",,"[12,13,14,15,16]","[9,10]","outdoors 100x30 cm, 2 seeds","approx. 2 cm",,,"direct sowing: 20-25 g/acre;","direct sowing outdoors from mid-May (depends on the variety)",,,,"ASC, RFE, SPE","20 -25g",,,,,"20 – 25° C",,,,,,,,,,,,,,,
"Malabar spinach","Conservation varieties",,"https://www.reinsaat.at/shop/EN/conservation_varieties/malabar_spinach/","[10,11,12]","CV16","für ca. 30 Pflanzen",true,"32.04 g","[10,11,12,13]","[10,11,12,13,14,15]","[6,7,8,9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hilari","Leeks",,"https://www.reinsaat.at/shop/EN/leeks/hilari/",,"Po12","0.7 g",true,"3.05 g","[5,6]","[11,12,13,14]","","30-50 x 15-20 cm","1-2 cm",,,,,,,,"AMA, BSA, DBO, HIS, RFE, ROS, SPE, VBZ","2-4g",,,,,"16 – 18° C",,,,,,,,,,,,,,,
"Starozagorski kamuš","Leeks",,"https://www.reinsaat.at/shop/EN/leeks/starozagorski_kamu/",,"Po15","0.6 g",true,"3.30 g","[5,6,7,8,9,10]","[13,14,15,16,17,18,19,20,21,22]","","30-50 x 15-20 cm","1-2 cm",,,,,,,,"AMA, BSA, DBO, HIS, RFE, ROS, SPE, VBZ","2-4g",,,,,"16 – 18° C",,,,,,,,,,,,,,,
"Herbstriesen 2","Leeks",,"https://www.reinsaat.at/shop/EN/leeks/herbstriesen_2/","[5,6]","Po11","0.7 g",true,"2.77 g",,"[11,12,13,14]","","30-50 x 15-20 cm","1-2 cm",,,,,,,,"AMA, BSA, DBO, HIS, RFE, ROS, SPE, VBZ","2-4g",,,,,"16 – 18° C",,,,,,,,,,,,,,,
"Perfektion","Florence Fennel",,"https://www.reinsaat.at/shop/EN/florence_fennel/perfektion/",,"Fe10","0.5 g",true,"4.53 g","[5,6,7,8,12,13]","[10,11,12,16,17,18,19]","[3,4,5]","row spacing 40 cm and 30 cm within the row","light germinator - cover with little soil",,,"direct sowing: approx. 50 g/acre; pre-cultivation: approx. 15 g/acre;","pre-cultivation or outdoors from February/March for harvesting in summer and from the end of June till mid-July for harvesting in autumn (variety-specific)",,,,"DBO, RFE","3 - 5 g",,,,,"20° - 22°C",,,,,"90-120 days from sowing (variety dependent)",,,,,,,,,,
"Fino","Florence Fennel",,"https://www.reinsaat.at/shop/EN/florence_fennel/fino/",,"Fe11","0.4 g",true,"4.55 g","[7,8,9,10]","[12,13]","[4,5,6,7,8]","row spacing 40 cm and 30 cm within the row","light germinator - cover with little soil",,,"direct sowing: approx. 50 g/acre; pre-cultivation: approx. 15 g/acre;","pre-cultivation or outdoors from February/March for harvesting in summer and from the end of June till mid-July for harvesting in autumn (variety-specific)",,,,"DBO, RFE","3 - 5 g",,,,,"20° - 22°C",,,,,"90-120 days from sowing (variety dependent)",,,,,,,,,,
"Uchiki Kuri","New varieties 2023",,"https://www.reinsaat.at/shop/EN/new_varieties_2023/uchiki_kuri/","[10,11]","Kü78","10 seeds",false,"198.96 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Buttercup Burgess","New varieties 2023",,"https://www.reinsaat.at/shop/EN/new_varieties_2023/buttercup_burgess/","[10,11]","Kü41","8 seeds",false,"174.00 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Uchiki Kuri","Pumpkins / Squash","Edible Pumpkins / Squash","https://www.reinsaat.at/shop/EN/pumpkins_squash/edible_pumpkins_squash/uchiki_kuri/","[10,11]","Kü78","10 seeds",false,"198.96 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Buttercup Burgess","Pumpkins / Squash","Edible Pumpkins / Squash","https://www.reinsaat.at/shop/EN/pumpkins_squash/edible_pumpkins_squash/buttercup_burgess/","[10,11]","Kü41","8 seeds",false,"174.00 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Blue Kuri","Pumpkins / Squash","Edible Pumpkins / Squash","https://www.reinsaat.at/shop/EN/pumpkins_squash/edible_pumpkins_squash/blue_kuri/","[10,11]","Kü43","8 seeds",false,"187.00 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Rondini","Pumpkins / Squash","Edible Pumpkins / Squash","https://www.reinsaat.at/shop/EN/pumpkins_squash/edible_pumpkins_squash/rondini/","[10,11]","Kü22","10 Seeds",false,"74.29 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Blue Kuri","New varieties 2023",,"https://www.reinsaat.at/shop/EN/new_varieties_2023/blue_kuri/","[10,11]","Kü43","8 seeds",false,"187.00 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Futsu Black","Pumpkins / Squash","Edible Pumpkins / Squash","https://www.reinsaat.at/shop/EN/pumpkins_squash/edible_pumpkins_squash/futsu_black/","[10,11]","Kü24","10 Seeds",false,"92.82 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Rouge vif d‘Etampes","Pumpkins / Squash","Edible Pumpkins / Squash","https://www.reinsaat.at/shop/EN/pumpkins_squash/edible_pumpkins_squash/rouge_vif_d_etampes/","[10,11]","Kü12","8 Seeds",false,"285.69 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Zapallito","Pumpkins / Squash","Edible Pumpkins / Squash","https://www.reinsaat.at/shop/EN/pumpkins_squash/edible_pumpkins_squash/zapallito/","[10,11]","Kü27","10 Seeds",false,"246.63 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Muscade de Provence","Pumpkins / Squash","Edible Pumpkins / Squash","https://www.reinsaat.at/shop/EN/pumpkins_squash/edible_pumpkins_squash/muscade_de_provence/","[10,11]","Kü26","8 Seeds",false,"164.99 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Gele Centenaar","Pumpkins / Squash","Edible Pumpkins / Squash","https://www.reinsaat.at/shop/EN/pumpkins_squash/edible_pumpkins_squash/gele_centenaar/","[10,11]","Kü11","10 Seeds",false,"277.26 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Trombetta di Albenga","Pumpkins / Squash","Edible Pumpkins / Squash","https://www.reinsaat.at/shop/EN/pumpkins_squash/edible_pumpkins_squash/trombetta_di_albenga/","[10,11]","Kü29","10 Seeds",false,"116.46 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Table Queen","Pumpkins / Squash","Edible Pumpkins / Squash","https://www.reinsaat.at/shop/EN/pumpkins_squash/edible_pumpkins_squash/table_queen/","[10,11]","Kü21","10 Seeds",false,"102.89 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Speckled Swan","Pumpkins / Squash","Ornamental pumpkins","https://www.reinsaat.at/shop/EN/pumpkins_squash/ornamental_pumpkins/speckled_swan/","[10,11]","Kü66","10 Seeds",false,"196.18 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Mischung kleinfrüchtig","Pumpkins / Squash","Ornamental pumpkins","https://www.reinsaat.at/shop/EN/pumpkins_squash/ornamental_pumpkins/mischung_kleinfruechtig/","[10,11]","Kü60","1.5 g",false,"55.43 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Verde di Macerata","New varieties 2023",,"https://www.reinsaat.at/shop/EN/new_varieties_2023/verde_di_macerata/","[7,8,9,10,11,12,13,14]","Ko95","50 seeds",false,"4.43 g",,"[12,13,14,15,16,17,18,19,20]","[5,6]","60-75 x 50cm","1 cm",,,"pre-cultivation 2-4 g/acre","pre-cultivation from mid-March (in glasshouse from January)",,,,"BSA, XST, SAT",,,,,,"15-20°C",,,,,,"at least 90% germination rate","2,5-3,5 g",,,,,,,,
"Red Kuri","Pumpkins / Squash","Edible Pumpkins / Squash","https://www.reinsaat.at/shop/EN/pumpkins_squash/edible_pumpkins_squash/red_kuri/","[10,11]","Kü10","10 Seeds",true,"210.37 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Hokkaido Orange","Pumpkins / Squash","Edible Pumpkins / Squash","https://www.reinsaat.at/shop/EN/pumpkins_squash/edible_pumpkins_squash/hokkaido_orange/","[10,11]","Kü9","9 Seeds",true,"224.64 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Solor","Pumpkins / Squash","Edible Pumpkins / Squash","https://www.reinsaat.at/shop/EN/pumpkins_squash/edible_pumpkins_squash/solor/","[10,11]","Kü32","8 Seeds",true,"207.49 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Blue Ballet","Pumpkins / Squash","Edible Pumpkins / Squash","https://www.reinsaat.at/shop/EN/pumpkins_squash/edible_pumpkins_squash/blue_ballet/","[10,11]","Kü13","8 Seeds",true,"241.10 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Green Hokkaido","Pumpkins / Squash","Edible Pumpkins / Squash","https://www.reinsaat.at/shop/EN/pumpkins_squash/edible_pumpkins_squash/green_hokkaido/","[10,11]","Kü16","10 Seeds",true,"186.89 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Custard White","Pumpkins / Squash","Edible Pumpkins / Squash","https://www.reinsaat.at/shop/EN/pumpkins_squash/edible_pumpkins_squash/custard_white/","[10,11]","Kü18","9 Seeds",true,"91.98 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Vegetable Spaghetti","Pumpkins / Squash","Edible Pumpkins / Squash","https://www.reinsaat.at/shop/EN/pumpkins_squash/edible_pumpkins_squash/vegetable_spaghetti/","[10,11]","Kü20","10 Seeds",true,"162.72 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Magenta Sunset","Swiss chard",,"https://www.reinsaat.at/shop/EN/swiss_chard/magenta_sunset/","[7,8,9,10,11,12]","Ma20",,false,"13.43 g",,"[11,12,13,14,15,16,17,18]","for outdoors – from March till June to plant from April till July;","30-40 cm","approx. 3 cm",,,"pre-cultivation 24g/acre; direct sowing 100-150 g/acre",,,,,"FER, FPE, GBL, GHO, HIS, HOP, JPE,","10-18g",,,,,"18 – 20°C",,,,,,,,"April till mid-June",,,,,,,
"Bleu de Hongrie","Pumpkins / Squash","Edible Pumpkins / Squash","https://www.reinsaat.at/shop/EN/pumpkins_squash/edible_pumpkins_squash/bleu_de_hongrie/","[10,11]","Kü28","9 Seeds",true,"324.11 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Atlantic Giant","Pumpkins / Squash","Edible Pumpkins / Squash","https://www.reinsaat.at/shop/EN/pumpkins_squash/edible_pumpkins_squash/atlantic_giant/","[10,11]","Kü34","5 Seeds",true,"329.97 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Langer von Neapel","Pumpkins / Squash","Edible Pumpkins / Squash","https://www.reinsaat.at/shop/EN/pumpkins_squash/edible_pumpkins_squash/langer_von_neapel/","[10,11]","Kü14","10 Seeds",true,"142.74 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Violina","Pumpkins / Squash","Edible Pumpkins / Squash","https://www.reinsaat.at/shop/EN/pumpkins_squash/edible_pumpkins_squash/violina/","[10,11]","Kü33","8 Seeds",true,"101.18 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Longue de Nice","Pumpkins / Squash","Edible Pumpkins / Squash","https://www.reinsaat.at/shop/EN/pumpkins_squash/edible_pumpkins_squash/longue_de_nice/","[10,11]","Kü23","8 Seeds",true,"120.68 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Red Turban","Pumpkins / Squash","Ornamental pumpkins","https://www.reinsaat.at/shop/EN/pumpkins_squash/ornamental_pumpkins/red_turban/","[10,11]","Kü64","8 Seeds",true,"238.15 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Kronenkürbis","Pumpkins / Squash","Ornamental pumpkins","https://www.reinsaat.at/shop/EN/pumpkins_squash/ornamental_pumpkins/kronenkuerbis/","[10,11]","Kü68","10 Seeds",true,"50.68 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Mini Butternut","Pumpkins / Squash","Edible Pumpkins / Squash","https://www.reinsaat.at/shop/EN/pumpkins_squash/edible_pumpkins_squash/mini_butternut/","[10,11]","Kü35","8 Seeds",true,"74.14 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Butternut Waltham","Pumpkins / Squash","Edible Pumpkins / Squash","https://www.reinsaat.at/shop/EN/pumpkins_squash/edible_pumpkins_squash/butternut_waltham/","[10,11]","Kü25","8 Seeds",true,"96.95 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
"Verde a costa bianca 3","Swiss chard",,"https://www.reinsaat.at/shop/EN/swiss_chard/verde_a_costa_bianca_3/","[5,6,7,8,9,10,11,12]","Ma14","150 Pflanzen",false,"13.31 g",,"[7,8,9,10,11,12,13,14,15,16,17]","for outdoors – from March till June to plant from April till July;","30-40 cm","approx. 3 cm",,,"pre-cultivation 24g/acre; direct sowing 100-150 g/acre",,,,,"FER, FPE, GBL, GHO, HIS, HOP, JPE,","10-18g",,,,,"18 – 20°C",,,,,,,,"April till mid-June",,,,,,,
"Mini Bottle","Pumpkins / Squash","Ornamental pumpkins","https://www.reinsaat.at/shop/EN/pumpkins_squash/ornamental_pumpkins/mini_bottle/","[10,11]","Kü72","10 Seeds",true,"72.79 g",,"[16,17,18,19,20]","in pots from the end of April till Mai","row spacing 2 m; within the row approx. 1 m","2-3 cm",,,"direct sowing approx. 100-140 grains/acre;","outdoors from mid-Mai after the last frosts;",,,,"AMA, ASC, CRO, DST, GHO, HSC, JPE, MAH, PAN, RFE, SPE, WAP","200-500 g (depending on the variety)",,,,,,,,,,,,,,,,,,,,
